           1          59  0.2304688    
           2          36  0.1406250    
           3           5  1.9531250E-02
           4          30  0.1171875    
           5         175  0.6835938    
           6         248  0.9687500    
           7          57  0.2226562    
           8         178  0.6953125    
           9         163  0.6367188    
          10          76  0.2968750    
          11         237  0.9257812    
          12         198  0.7734375    
          13          23  8.9843750E-02
          14          32  0.1250000    
          15          33  0.1289062    
          16          90  0.3515625    
          17          11  4.2968750E-02
          18         116  0.4531250    
          19         213  0.8320312    
          20         110  0.4296875    
          21         127  0.4960938    
          22          72  0.2812500    
          23           9  3.5156250E-02
          24           2  7.8125000E-03
          25         115  0.4492188    
          26         156  0.6093750    
          27         189  0.7382812    
          28          22  8.5937500E-02
          29         231  0.9023438    
          30         112  0.4375000    
          31         241  0.9414062    
          32         170  0.6640625    
          33         219  0.8554688    
          34         196  0.7656250    
          35         165  0.6445312    
          36         190  0.7421875    
          37          79  0.3085938    
          38         152  0.5937500    
          39         217  0.8476562    
          40          82  0.3203125    
          41          67  0.2617188    
          42         236  0.9218750    
          43         141  0.5507812    
          44         102  0.3984375    
          45         183  0.7148438    
          46         192  0.7500000    
          47         193  0.7539062    
          48         250  0.9765625    
          49         171  0.6679688    
          50          20  7.8125000E-02
          51         117  0.4570312    
          52          14  5.4687500E-02
          53          31  0.1210938    
          54         232  0.9062500    
          55         169  0.6601562    
          56         162  0.6328125    
          57          19  7.4218750E-02
          58          60  0.2343750    
          59          93  0.3632812    
          60         182  0.7109375    
          61         135  0.5273438    
          62          16  6.2500000E-02
          63         145  0.5664062    
          64          74  0.2890625    
          65         123  0.4804688    
          66         100  0.3906250    
          67          69  0.2695312    
          68          94  0.3671875    
          69         239  0.9335938    
          70          56  0.2187500    
          71         121  0.4726562    
          72         242  0.9453125    
          73         227  0.8867188    
          74         140  0.5468750    
          75          45  0.1757812    
          76           6  2.3437500E-02
          77          87  0.3398438    
          78          96  0.3750000    
          79          97  0.3789062    
          80         154  0.6015625    
          81          75  0.2929688    
          82         180  0.7031250    
          83          21  8.2031250E-02
          84         174  0.6796875    
          85         191  0.7460938    
          86         136  0.5312500    
          87          73  0.2851562    
          88          66  0.2578125    
          89         179  0.6992188    
          90         220  0.8593750    
          91         253  0.9882812    
          92          86  0.3359375    
          93          39  0.1523438    
          94         176  0.6875000    
          95          49  0.1914062    
          96         234  0.9140625    
          97          27  0.1054688    
          98           4  1.5625000E-02
          99         229  0.8945312    
         100         254  0.9921875    
         101         143  0.5585938    
         102         216  0.8437500    
         103          25  9.7656250E-02
         104         146  0.5703125    
         105         131  0.5117188    
         106          44  0.1718750    
         107         205  0.8007812    
         108         166  0.6484375    
         109         247  0.9648438    
         110           0  0.0000000E+00
         111           1  3.9062500E-03
         112          58  0.2265625    
         113         235  0.9179688    
         114          84  0.3281250    
         115         181  0.7070312    
         116          78  0.3046875    
         117          95  0.3710938    
         118          40  0.1562500    
         119         233  0.9101562    
         120         226  0.8828125    
         121          83  0.3242188    
         122         124  0.4843750    
         123         157  0.6132812    
         124         246  0.9609375    
         125         199  0.7773438    
         126          80  0.3125000    
         127         209  0.8164062    
         128         138  0.5390625    
         129         187  0.7304688    
         130         164  0.6406250    
         131         133  0.5195312    
         132         158  0.6171875    
         133          47  0.1835938    
         134         120  0.4687500    
         135         185  0.7226562    
         136          50  0.1953125    
         137          35  0.1367188    
         138         204  0.7968750    
         139         109  0.4257812    
         140          70  0.2734375    
         141         151  0.5898438    
         142         160  0.6250000    
         143         161  0.6289062    
         144         218  0.8515625    
         145         139  0.5429688    
         146         244  0.9531250    
         147          85  0.3320312    
         148         238  0.9296875    
         149         255  0.9960938    
         150         200  0.7812500    
         151         137  0.5351562    
         152         130  0.5078125    
         153         243  0.9492188    
         154          28  0.1093750    
         155          61  0.2382812    
         156         150  0.5859375    
         157         103  0.4023438    
         158         240  0.9375000    
         159         113  0.4414062    
         160          42  0.1640625    
         161          91  0.3554688    
         162          68  0.2656250    
         163          37  0.1445312    
         164          62  0.2421875    
         165         207  0.8085938    
         166          24  9.3750000E-02
         167          89  0.3476562    
         168         210  0.8203125    
         169         195  0.7617188    
         170         108  0.4218750    
         171          13  5.0781250E-02
         172         230  0.8984375    
         173          55  0.2148438    
         174          64  0.2500000    
         175          65  0.2539062    
         176         122  0.4765625    
         177          43  0.1679688    
         178         148  0.5781250    
         179         245  0.9570312    
         180         142  0.5546875    
         181         159  0.6210938    
         182         104  0.4062500    
         183          41  0.1601562    
         184          34  0.1328125    
         185         147  0.5742188    
         186         188  0.7343750    
         187         221  0.8632812    
         188          54  0.2109375    
         189           7  2.7343750E-02
         190         144  0.5625000    
         191          17  6.6406250E-02
         192         202  0.7890625    
         193         251  0.9804688    
         194         228  0.8906250    
         195         197  0.7695312    
         196         222  0.8671875    
         197         111  0.4335938    
         198         184  0.7187500    
         199         249  0.9726562    
         200         114  0.4453125    
         201          99  0.3867188    
         202          12  4.6875000E-02
         203         173  0.6757812    
         204         134  0.5234375    
         205         215  0.8398438    
         206         224  0.8750000    
         207         225  0.8789062    
         208          26  0.1015625    
         209         203  0.7929688    
         210          52  0.2031250    
         211         149  0.5820312    
         212          46  0.1796875    
         213          63  0.2460938    
         214           8  3.1250000E-02
         215         201  0.7851562    
         216         194  0.7578125    
         217          51  0.1992188    
         218          92  0.3593750    
         219         125  0.4882812    
         220         214  0.8359375    
         221         167  0.6523438    
         222          48  0.1875000    
         223         177  0.6914062    
         224         106  0.4140625    
         225         155  0.6054688    
         226         132  0.5156250    
         227         101  0.3945312    
         228         126  0.4921875    
         229          15  5.8593750E-02
         230          88  0.3437500    
         231         153  0.5976562    
         232          18  7.0312500E-02
         233           3  1.1718750E-02
         234         172  0.6718750    
         235          77  0.3007812    
         236          38  0.1484375    
         237         119  0.4648438    
         238         128  0.5000000    
         239         129  0.5039062    
         240         186  0.7265625    
         241         107  0.4179688    
         242         212  0.8281250    
         243          53  0.2070312    
         244         206  0.8046875    
         245         223  0.8710938    
         246         168  0.6562500    
         247         105  0.4101562    
         248          98  0.3828125    
         249         211  0.8242188    
         250         252  0.9843750    
         251          29  0.1132812    
         252         118  0.4609375    
         253          71  0.2773438    
         254         208  0.8125000    
         255          81  0.3164062    
         256          10  3.9062500E-02
         257          59  0.2304688    
         258          36  0.1406250    
         259           5  1.9531250E-02
         260          30  0.1171875    
         261         175  0.6835938    
         262         248  0.9687500    
         263          57  0.2226562    
         264         178  0.6953125    
         265         163  0.6367188    
         266          76  0.2968750    
         267         237  0.9257812    
         268         198  0.7734375    
         269          23  8.9843750E-02
         270          32  0.1250000    
         271          33  0.1289062    
         272          90  0.3515625    
         273          11  4.2968750E-02
         274         116  0.4531250    
         275         213  0.8320312    
         276         110  0.4296875    
         277         127  0.4960938    
         278          72  0.2812500    
         279           9  3.5156250E-02
         280           2  7.8125000E-03
         281         115  0.4492188    
         282         156  0.6093750    
         283         189  0.7382812    
         284          22  8.5937500E-02
         285         231  0.9023438    
         286         112  0.4375000    
         287         241  0.9414062    
         288         170  0.6640625    
         289         219  0.8554688    
         290         196  0.7656250    
         291         165  0.6445312    
         292         190  0.7421875    
         293          79  0.3085938    
         294         152  0.5937500    
         295         217  0.8476562    
         296          82  0.3203125    
         297          67  0.2617188    
         298         236  0.9218750    
         299         141  0.5507812    
         300         102  0.3984375    
         301         183  0.7148438    
         302         192  0.7500000    
         303         193  0.7539062    
         304         250  0.9765625    
         305         171  0.6679688    
         306          20  7.8125000E-02
         307         117  0.4570312    
         308          14  5.4687500E-02
         309          31  0.1210938    
         310         232  0.9062500    
         311         169  0.6601562    
         312         162  0.6328125    
         313          19  7.4218750E-02
         314          60  0.2343750    
         315          93  0.3632812    
         316         182  0.7109375    
         317         135  0.5273438    
         318          16  6.2500000E-02
         319         145  0.5664062    
         320          74  0.2890625    
         321         123  0.4804688    
         322         100  0.3906250    
         323          69  0.2695312    
         324          94  0.3671875    
         325         239  0.9335938    
         326          56  0.2187500    
         327         121  0.4726562    
         328         242  0.9453125    
         329         227  0.8867188    
         330         140  0.5468750    
         331          45  0.1757812    
         332           6  2.3437500E-02
         333          87  0.3398438    
         334          96  0.3750000    
         335          97  0.3789062    
         336         154  0.6015625    
         337          75  0.2929688    
         338         180  0.7031250    
         339          21  8.2031250E-02
         340         174  0.6796875    
         341         191  0.7460938    
         342         136  0.5312500    
         343          73  0.2851562    
         344          66  0.2578125    
         345         179  0.6992188    
         346         220  0.8593750    
         347         253  0.9882812    
         348          86  0.3359375    
         349          39  0.1523438    
         350         176  0.6875000    
         351          49  0.1914062    
         352         234  0.9140625    
         353          27  0.1054688    
         354           4  1.5625000E-02
         355         229  0.8945312    
         356         254  0.9921875    
         357         143  0.5585938    
         358         216  0.8437500    
         359          25  9.7656250E-02
         360         146  0.5703125    
         361         131  0.5117188    
         362          44  0.1718750    
         363         205  0.8007812    
         364         166  0.6484375    
         365         247  0.9648438    
         366           0  0.0000000E+00
         367           1  3.9062500E-03
         368          58  0.2265625    
         369         235  0.9179688    
         370          84  0.3281250    
         371         181  0.7070312    
         372          78  0.3046875    
         373          95  0.3710938    
         374          40  0.1562500    
         375         233  0.9101562    
         376         226  0.8828125    
         377          83  0.3242188    
         378         124  0.4843750    
         379         157  0.6132812    
         380         246  0.9609375    
         381         199  0.7773438    
         382          80  0.3125000    
         383         209  0.8164062    
         384         138  0.5390625    
         385         187  0.7304688    
         386         164  0.6406250    
         387         133  0.5195312    
         388         158  0.6171875    
         389          47  0.1835938    
         390         120  0.4687500    
         391         185  0.7226562    
         392          50  0.1953125    
         393          35  0.1367188    
         394         204  0.7968750    
         395         109  0.4257812    
         396          70  0.2734375    
         397         151  0.5898438    
         398         160  0.6250000    
         399         161  0.6289062    
         400         218  0.8515625    
         401         139  0.5429688    
         402         244  0.9531250    
         403          85  0.3320312    
         404         238  0.9296875    
         405         255  0.9960938    
         406         200  0.7812500    
