           1          10  0.3125000    
           2           2  6.2500000E-02
           3          10  0.3125000    
           4           2  6.2500000E-02
           5          10  0.3125000    
           6           2  6.2500000E-02
           7          10  0.3125000    
           8           2  6.2500000E-02
           9          10  0.3125000    
          10           2  6.2500000E-02
          11          10  0.3125000    
          12           2  6.2500000E-02
          13          10  0.3125000    
          14           2  6.2500000E-02
          15          10  0.3125000    
          16           2  6.2500000E-02
          17          10  0.3125000    
          18           2  6.2500000E-02
          19          10  0.3125000    
          20           2  6.2500000E-02
          21          10  0.3125000    
          22           2  6.2500000E-02
          23          10  0.3125000    
          24           2  6.2500000E-02
          25          10  0.3125000    
          26           2  6.2500000E-02
          27          10  0.3125000    
          28           2  6.2500000E-02
          29          10  0.3125000    
          30           2  6.2500000E-02
          31          10  0.3125000    
          32           2  6.2500000E-02
          33          10  0.3125000    
          34           2  6.2500000E-02
          35          10  0.3125000    
          36           2  6.2500000E-02
          37          10  0.3125000    
          38           2  6.2500000E-02
          39          10  0.3125000    
          40           2  6.2500000E-02
          41          10  0.3125000    
          42           2  6.2500000E-02
          43          10  0.3125000    
          44           2  6.2500000E-02
          45          10  0.3125000    
          46           2  6.2500000E-02
          47          10  0.3125000    
          48           2  6.2500000E-02
          49          10  0.3125000    
          50           2  6.2500000E-02
          51          10  0.3125000    
          52           2  6.2500000E-02
          53          10  0.3125000    
          54           2  6.2500000E-02
          55          10  0.3125000    
          56           2  6.2500000E-02
          57          10  0.3125000    
          58           2  6.2500000E-02
          59          10  0.3125000    
          60           2  6.2500000E-02
          61          10  0.3125000    
          62           2  6.2500000E-02
          63          10  0.3125000    
          64           2  6.2500000E-02
          65          10  0.3125000    
          66           2  6.2500000E-02
          67          10  0.3125000    
          68           2  6.2500000E-02
          69          10  0.3125000    
          70           2  6.2500000E-02
          71          10  0.3125000    
          72           2  6.2500000E-02
          73          10  0.3125000    
          74           2  6.2500000E-02
          75          10  0.3125000    
          76           2  6.2500000E-02
          77          10  0.3125000    
          78           2  6.2500000E-02
          79          10  0.3125000    
          80           2  6.2500000E-02
          81          10  0.3125000    
          82           2  6.2500000E-02
          83          10  0.3125000    
          84           2  6.2500000E-02
          85          10  0.3125000    
          86           2  6.2500000E-02
          87          10  0.3125000    
          88           2  6.2500000E-02
          89          10  0.3125000    
          90           2  6.2500000E-02
          91          10  0.3125000    
          92           2  6.2500000E-02
          93          10  0.3125000    
          94           2  6.2500000E-02
          95          10  0.3125000    
          96           2  6.2500000E-02
          97          10  0.3125000    
          98           2  6.2500000E-02
          99          10  0.3125000    
         100           2  6.2500000E-02
